Text,Name,Created At,Tweet Type
"1/2 Educate your children about the women's suffrage movement while encouraging their creativity with my 19th Amendment project: ""Building the Movement: America's Youth Celebrate 100 Years of Women's Suffrage""",Melania Trump,Mon Jun 15 16:25:17 +0000 2020,Tweet
"Excited to announce my youth engagement project, ""Building the Movement: America's Youth Celebrate 100 Years of Women's Suffrage"" honoring the centennial anniversary of the passing of the 19th Amendment. Stay tuned on how your child can participate in this educational activity! https://t.co/hmKYRiuf8b",Melania Trump,Mon Jun 15 12:36:11 +0000 2020,Tweet
"RT @USArmy : Today, we recognize 245 years of bravery, commitment, skill and answering the call to serve. 

We are America's Army.

#ArmyBday #ServeWithHonor https://t.co/skfWN16XpP",Melania Trump,Sun Jun 14 16:50:48 +0000 2020,Retweet
"RT @GovernorKayIvey : I’m proud of our Alabama agencies &amp; schools that are actively supporting @FLOTUS’ #BeBest initiative. During these unprecedented times, it’s important for us to assist families with techniques that teach children how to recognize, understand, &amp; manage their emotions. #TogetherAL https://t.co/sRiKjd6sWV",Melania Trump,Fri Jun 12 20:19:31 +0000 2020,Retweet
As we continue to battle #COVID19 this administration released approx $700 million to provide communities w/ resources to expand &amp; develop #mentalhealth programs. #Wellbeing #BeBest               https://t.co/npXRuqO3nC,Melania Trump,Thu Jun 11 15:23:27 +0000 2020,Tweet
"Today I spoke w/ @FirstLadyNJ about our shared commitment to children’s health. Pleased to learn more about #NurtureNJ, an awareness campaign to help reduce infant &amp; maternal mortality, esp for African-Americans &amp; ensure equity in care for all. #BeBest",Melania Trump,Wed Jun 10 21:00:30 +0000 2020,Tweet
"Today, on the 76th Anniversary of #DDay, we remember those who paid the ultimate sacrifice &amp; we honor those who courageously served. I cherish my memories from last year’s visit to #OmahaBeach &amp; the Normandy American Cemetery with @POTUS @EmmanuelMacron &amp; Brigitte Macron. https://t.co/I33mTSnWbq",Melania Trump,Sat Jun 06 13:40:02 +0000 2020,Tweet
"#SEL is a big part of the well-being pillar of my #BeBest initiative. Yesterday, I talked to @BetsyDeVosED &amp; #SEL experts where we emphasized the need to support the #mentalhealth of our children during #COVID19. 
➡️ https://t.co/I7NDjilySZ https://t.co/uX3n3l8NXY",Melania Trump,Fri Jun 05 13:15:46 +0000 2020,Tweet
RT @HillReporter : Melania Trump Attends FEMA Briefing On Hurricane Preparedness https://t.co/RItUM4rnNg,Melania Trump,Fri Jun 05 00:27:07 +0000 2020,Retweet
"As the Memorial Service for George Floyd takes place in Minneapolis today, I once again extend my heartfelt condolences to his family and friends. It is my hope our country will come together in peace &amp; heal from these challenging times.",Melania Trump,Thu Jun 04 20:00:09 +0000 2020,Tweet
"At yesterday’s @fema briefing w/ @FEMA_Pete &amp; @RedCross I was updated on #hurricane preparedness resources &amp; tools vital to the safety of the American people. Emergency preparedness can best be achieved when every level of gov't is engaged, along w/ communities &amp; families. https://t.co/W14jyo4AwB",Melania Trump,Thu Jun 04 14:56:08 +0000 2020,Tweet
Today I was briefed by @fema &amp; @RedCross on their preparedness education partnership &amp; how to help our youth be ready to take action during a natural disaster. These resources &amp; ed programs are vital for the safety of our children to help them prepare for an emergency. https://t.co/TwxBGWkkPE,Melania Trump,Wed Jun 03 22:30:32 +0000 2020,Tweet
"As the night approaches I urge all citizens to obey the curfews, clear the streets, &amp; stay inside to spend time w loved ones. All cities, communities &amp; citizens deserve to be kept safe &amp; that can only be done if we work together towards healing &amp; peace.",Melania Trump,Tue Jun 02 23:47:13 +0000 2020,Tweet
"Today, on the 41st anniversary of Pope John Paul Il’s first pilgrimage to Poland, @Potus signed an Executive Order supporting International Religious Freedom. https://t.co/O5e7ydFOOO",Melania Trump,Tue Jun 02 23:08:06 +0000 2020,Tweet
.@POTUS &amp; I honored the life &amp; legacy of Saint John Paul II at @JP2Shrine today. His passion &amp; dedication for religious freedom is a legacy that we must protect for people around the world. https://t.co/XsgrIc7QnC,Melania Trump,Tue Jun 02 21:20:42 +0000 2020,Tweet
Saddened to see our country &amp; communities being damaged &amp; vandalized. I ask everyone to protest in peace &amp; focus on taking care of one another &amp; healing our great nation.,Melania Trump,Mon Jun 01 15:15:03 +0000 2020,Tweet
"Our country allows for peaceful protests, but there is no reason for violence. I’ve seen our citizens unify &amp; take care of one another through COVID19 &amp; we can’t stop now. My deepest condolences to the family of George Floyd. As a nation, let's focus on peace, prayers &amp; healing.",Melania Trump,Fri May 29 14:10:02 +0000 2020,Tweet
"Very informative briefing with @POTUS, @VP, @DHSgov, @fema, &amp; @NOAA on the forecast, overview, &amp; risks for the 2020 hurricane season, including considerations for response &amp; recovery during #COVID19. Make sure you &amp; your family are prepared for the season: https://t.co/Zd5ezGEHjV https://t.co/OlD0KvIL5u",Melania Trump,Thu May 28 22:18:02 +0000 2020,Tweet
"RT @NASA_Orion : Thank you President @realDonaldTrump, Vice President @Mike_Pence, @FLOTUS, and @SecondLady, @NASA Administrator @JimBridenstine, and @LockheedMartin's Marillyn Hewson and Mike Hawes for touring Orion's spacecraft factory at @NASAKennedy. https://t.co/LBnS0kkFaV",Melania Trump,Thu May 28 19:09:34 +0000 2020,Retweet
Yesterday we saw the incredible work of talented engineers at @NASA facility. Thank you to everyone at NASA for all you do &amp; keep up the outstanding work! https://t.co/2ACGsCEqAs,Melania Trump,Thu May 28 16:27:01 +0000 2020,Tweet
"With the 2020 hurricane season just around the corner, @POTUS and I want to make sure we are doing all we can to ensure the safety of all Americans. Today, @DHSgov, @fema, &amp; @NOAA will brief us on the forecast of the season &amp; the considerations for response during #COVID19",Melania Trump,Thu May 28 15:05:11 +0000 2020,Tweet
"RT @NASA : Today's #LaunchAmerica attempt was an instantaneous launch window. Due to orbital mechanics, we need to make sure that at the time we launch, we are able to reach the @Space_Station on time and accurately. Because of this, we could not wait for clear weather today. https://t.co/t5uykgL2Fp",Melania Trump,Wed May 27 21:15:20 +0000 2020,Retweet
