Text,Name,Created At,Tweet Type,,,
"RT @mariecfazio : Over the last few months 38 women have accused famed liturgical composer David Haas of sexual misconduct over his 40-year career. The allegations include harassment, forced kissing, groping and other unwanted sexual behaviors. I spoke with six of the women for NYTimes (thread)",The New York Times,Mon Aug 10 17:10:07 +0000 2020,Retweet,,,
RT @nytopinion : Join columnist @JenSeniorNY to discuss how we’ve all hit a pandemic wall: https://t.co/3DM1y0fwiR https://t.co/VjVDl9R4aX,The New York Times,Mon Aug 10 17:04:02 +0000 2020,Retweet,,,
"""Having learned the things I’ve learned over the last few years, I’ve done what would be considered a 180. I’d rather see bigger government checks written to people and more jobs created than more programs created.” An interview with Mark Cuban in @NYTMag. https://t.co/qYhdpFA1Uc",The New York Times,Mon Aug 10 17:00:20 +0000 2020,Tweet,,,
"RT @sarahkliff : One lesson human hospital's can take from the vet's office: when you have lots of uninsured patients (and 5.4M Americans have lost coverage in the pandemic), predictable and transparent pricing really, really matters.

https://t.co/IUtPqhVW81",The New York Times,Mon Aug 10 16:50:05 +0000 2020,Retweet,,,
Nervous about the possibility of going back to the workplace? Here’s what to take into consideration. https://t.co/DLfkMimjYJ,The New York Times,Mon Aug 10 16:40:05 +0000 2020,Tweet,,,
"California’s public health director, Dr. Sonia Angell, abruptly resigned late on Sunday after less than a year on the job. Her departure comes after a malfunction in the main disease reporting system that omitted as many as 300,000 test results.
https://t.co/IG5LUZfM0c https://t.co/fEG8tZf1yF",The New York Times,Mon Aug 10 16:30:08 +0000 2020,Tweet,,,
"The Chicago authorities arrested more than 100 people and briefly raised bridges to the downtown as unrest and looting overnight caused widespread damage in the city’s main business and shopping district, officials said on Monday
https://t.co/avSjv0MxC7",The New York Times,Mon Aug 10 16:20:03 +0000 2020,Tweet,,,
"RT @TheSteinLine : After all the jokes and hotel envy at the NBA Bubble, it has all gotten very serious in the Yacht Club hallways.

Three teams are already out. Phoenix, Portland and San Antonio are still alive.

@NYTSports on the tension that grips the Yacht Club Six: https://t.co/0FlV78cjlx",The New York Times,Mon Aug 10 16:10:08 +0000 2020,Retweet,,,
"RT @dmccabe : New w/ @kenvogel: Sworn to secrecy, Big Tech allies and employees have made inroads with the Biden campaign.

They're part of big, listening-session type groups — but the left is watching his policy process closely for signs of corporate influence.
https://t.co/JiKPonFsIa",The New York Times,Mon Aug 10 16:10:07 +0000 2020,Retweet,,,
"One woman was killed and at least 2 other people were injured in a gas explosion that destroyed 3 homes in Baltimore on Monday, the authorities said
https://t.co/WpLlzFFavv",The New York Times,Mon Aug 10 15:58:58 +0000 2020,Tweet,,,
"Michelle Obama and Hillary Clinton will deliver prime-time speeches next week for the mostly-virtual Democratic National Convention, as will former Presidents Barack Obama and Bill Clinton. Read more about the convention lineup in our live briefing: https://t.co/LUDdgD6OGr",The New York Times,Mon Aug 10 15:50:02 +0000 2020,Tweet,,,
