Text,Name,Created At,Tweet Type
Parents in the largest US school district must decide by tomorrow whether their children's learning preference will be remote or a blend of remote and in-person for the upcoming school year https://t.co/tFdVWtQsPJ https://t.co/Ze1Btd7iRW,CNN Breaking News,Thu Aug 06 13:51:36 +0000 2020,Tweet
Last week's claims for first-time unemployment benefits fell more than expected https://t.co/BsKHGNCdjj,CNN Breaking News,Thu Aug 06 13:04:55 +0000 2020,Tweet
"Houston City Council passed a second rental relief package for $20 million due to the impact of Covid-19, the mayor says https://t.co/cQABZsVtqk https://t.co/MbVzfj2itW",CNN Breaking News,Thu Aug 06 01:26:51 +0000 2020,Tweet
Twitter temporarily restricted the Trump campaign's ability to tweet after its account shared a video containing false claims about the coronavirus https://t.co/iRKdsJy7HC,CNN Breaking News,Thu Aug 06 01:03:23 +0000 2020,Tweet
Republican Rep. Rodney Davis of Illinois has announced he tested positive for Covid-19 https://t.co/4HZMl45wjN https://t.co/TETaILxIZS,CNN Breaking News,Thu Aug 06 00:23:03 +0000 2020,Tweet
"A divided Supreme Court has lifted a lower court order that required increased Covid-related safety measures in an Orange County, California, jail while the appeals process plays out https://t.co/SxRVjXVAe0",CNN Breaking News,Wed Aug 05 22:40:16 +0000 2020,Tweet
Former Colombian President Álvaro Uribe has tested positive for coronavirus just one day after the country's Supreme Court issued a house arrest order for him https://t.co/PvpCwQyNGp,CNN Breaking News,Wed Aug 05 22:11:05 +0000 2020,Tweet
Facebook says it removed a post from President Donald Trump's page for containing false claims about Covid-19 https://t.co/Og6t0XKHJY,CNN Breaking News,Wed Aug 05 22:07:58 +0000 2020,Tweet
The California Labor Commission says it filed lawsuits against Uber and Lyft for allegedly committing wage theft https://t.co/EaMZMh7AsP,CNN Breaking News,Wed Aug 05 21:52:53 +0000 2020,Tweet
More than 100 students have been quarantined after several people tested positive for coronavirus in a Mississippi school district https://t.co/2yFtv1HSh8 https://t.co/8VylCb01Zs,CNN Breaking News,Wed Aug 05 20:52:29 +0000 2020,Tweet
The US State Department says at least one American was killed and several were injured by the explosion in Beirut https://t.co/z57TYUIdil https://t.co/KrdgDGGeFF,CNN Breaking News,Wed Aug 05 18:47:51 +0000 2020,Tweet
"Joe Biden will no longer travel to Milwaukee, Wisconsin, to accept the Democratic presidential nomination due to concerns over coronavirus
 https://t.co/04bHbPtKXZ",CNN Breaking News,Wed Aug 05 15:48:36 +0000 2020,Tweet
"Freshman Democratic Rep. Rashida Tlaib of Michigan has prevailed against a Democratic primary challenge from Detroit City Council President Brenda Jones, CNN projects https://t.co/2fjx3yXvhP",CNN Breaking News,Wed Aug 05 14:42:03 +0000 2020,Tweet
US stocks open higher as investors keep a close eye on the stimulus negotiations in Washington https://t.co/5rjfObVxr3 https://t.co/Ec4vQNfRXA,CNN Breaking News,Wed Aug 05 14:07:18 +0000 2020,Tweet
"Jackson, Mississippi, Mayor Chokwe Antar Lumumba says he is worried that the state has ""yet to see the worst"" of the coronavirus pandemic https://t.co/ShDsjzsUoV https://t.co/L6k8GwsVRs",CNN Breaking News,Wed Aug 05 13:56:32 +0000 2020,Tweet
"At least 300,000 people have been displaced from their homes by Tuesday's devastating explosion, Beirut's governor Marwan Abboud says https://t.co/ncdLcHYF37 https://t.co/PhcyvZu6bW",CNN Breaking News,Wed Aug 05 13:26:12 +0000 2020,Tweet
"At least 100 people were killed and 4,000 wounded in a massive explosion that shook Beirut on Tuesday. Hundreds have been reported missing, raising fears that the death toll will rise. Follow live updates: https://t.co/iFUvAKZhHx",CNN Breaking News,Wed Aug 05 11:36:25 +0000 2020,Tweet
"RT @CNNPolitics : Rep. Roger Marshall has won the Kansas GOP Senate primary, defeating the state's divisive former Secretary of State Kris Kobach, CNN projects https://t.co/atAhI8zp6A https://t.co/aSwTWOo4pE",CNN Breaking News,Wed Aug 05 03:07:52 +0000 2020,Retweet
A third US company has released study results showing its coronavirus vaccine is safe and elicits an immune response https://t.co/o3ghvAcNHX,CNN Breaking News,Wed Aug 05 01:49:40 +0000 2020,Tweet
"Anthony Levandowski, a former Uber executive who oversaw its self-driving vehicle efforts, pleaded guilty and was sentenced to 18 months in prison for stealing an internal document from Google related to its self-driving car program https://t.co/0xvkcBTwM4",CNN Breaking News,Wed Aug 05 01:02:07 +0000 2020,Tweet
"Virgin Atlantic files for bankruptcy in the United States
https://t.co/tnQQb1yClW",CNN Breaking News,Tue Aug 04 23:37:54 +0000 2020,Tweet
National security adviser Robert O'Brien returned to the White House Tuesday after a period of self-isolation following his coronavirus diagnosis last month https://t.co/GcxInw4wPk,CNN Breaking News,Tue Aug 04 22:36:29 +0000 2020,Tweet
The death toll in the massive blast that shook Beirut has now reached at least 73. Follow live updates: https://t.co/7M65uabfWe https://t.co/2w7AZWet3d,CNN Breaking News,Tue Aug 04 21:10:14 +0000 2020,Tweet
